Entry	yourlist:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	Entry name	Gene ontology IDs	Status	Protein names	Gene names	Organism	Length	isomap:M20180311A7434721E10EE6586998A056CCD0537E49A32AY	yourlist:M201803118A530B6CA0138AFAA6D2B97CE8C2A9240BFF3DO	Annotation
A0A0M4EC26	CP012524	A0A0M4EC26_DROBS	GO:0003735; GO:0005840; GO:0006412	unreviewed	RpS16	Dbus_chr2Rg781	Drosophila busckii (Fruit fly)	148		CP012524	1 out of 5
A0A0M4EC34	CP012524	A0A0M4EC34_DROBS		unreviewed	CG42363 (Fragment)	Dbus_chr2Rg794	Drosophila busckii (Fruit fly)	169		CP012524	1 out of 5
A0A0M4EC44	CP012524	A0A0M4EC44_DROBS	GO:0005634; GO:0006950; GO:0051726	unreviewed	Gadd45	Dbus_chr2Rg806	Drosophila busckii (Fruit fly)	156		CP012524	1 out of 5
A0A0M4EC49	CP012524	A0A0M4EC49_DROBS		unreviewed	CG33140 (Fragment)	Dbus_chr2Rg819	Drosophila busckii (Fruit fly)	699		CP012524	1 out of 5
A0A0M4EC61	CP012524	A0A0M4EC61_DROBS		unreviewed	CG12836	Dbus_chr2Rg831	Drosophila busckii (Fruit fly)	196		CP012524	1 out of 5
A0A0M4EC67	CP012524	A0A0M4EC67_DROBS	GO:0016021	unreviewed	Tetraspanin	Dbus_chr2Rg844	Drosophila busckii (Fruit fly)	230		CP012524	1 out of 5
A0A0M4EC74	CP012524	A0A0M4EC74_DROBS	GO:0016021	unreviewed	Nmda1	Dbus_chr2Rg856	Drosophila busckii (Fruit fly)	324		CP012524	1 out of 5
A0A0M4EC82	CP012524	A0A0M4EC82_DROBS		unreviewed	Maker54	Dbus_chr2Rg869	Drosophila busckii (Fruit fly)	217		CP012524	1 out of 5
A0A0M4EC90	CP012524	A0A0M4EC90_DROBS		unreviewed	CG8401 (Fragment)	Dbus_chr2Rg881	Drosophila busckii (Fruit fly)	295		CP012524	1 out of 5
A0A0M4EC98	CP012524	A0A0M4EC98_DROBS	GO:0016021	unreviewed	Hbs	Dbus_chr2Rg894	Drosophila busckii (Fruit fly)	1233		CP012524	1 out of 5
A0A0M4ECA7	CP012524	A0A0M4ECA7_DROBS		unreviewed	CG14374	Dbus_chr2Rg906	Drosophila busckii (Fruit fly)	106		CP012524	1 out of 5
A0A0M4ECB6	CP012524	A0A0M4ECB6_DROBS		unreviewed	CG30417	Dbus_chr2Rg919	Drosophila busckii (Fruit fly)	268		CP012524	1 out of 5
A0A0M4ECC4	CP012524	A0A0M4ECC4_DROBS	GO:0016301; GO:0032958	unreviewed	Kinase (EC 2.7.-.-)	Dbus_chr2Rg931	Drosophila busckii (Fruit fly)	928		CP012524	1 out of 5
A0A0M4ECD2	CP012524	A0A0M4ECD2_DROBS	GO:0000287; GO:0003824; GO:0030976	unreviewed	CG11208	Dbus_chr2Rg944	Drosophila busckii (Fruit fly)	568		CP012524	1 out of 5
A0A0M4ECE2	CP012524	A0A0M4ECE2_DROBS	GO:0004222; GO:0005759; GO:0006627; GO:0046872	unreviewed	CG7791	Dbus_chr2Rg956	Drosophila busckii (Fruit fly)	701		CP012524	1 out of 5
A0A0M4ECE3	CP012524	A0A0M4ECE3_DROBS	GO:0004556; GO:0005975; GO:0043169; GO:0103025	unreviewed	Alpha-amylase (EC 3.2.1.1)	Dbus_chr2Rg5	Drosophila busckii (Fruit fly)	494		CP012524	2 out of 5
A0A0M4ECE7	CP012524	A0A0M4ECE7_DROBS	GO:0016021	unreviewed	Dscam (Fragment)	Dbus_chr2Rg17	Drosophila busckii (Fruit fly)	1339		CP012524	1 out of 5
A0A0M4ECE9	CP012524	A0A0M4ECE9_DROBS	GO:0016021	unreviewed	Maker67	Dbus_chr2Rg969	Drosophila busckii (Fruit fly)	28		CP012524	1 out of 5
A0A0M4ECF5	CP012524	A0A0M4ECF5_DROBS	GO:0003677; GO:0005634	unreviewed	Dve	Dbus_chr2Rg981	Drosophila busckii (Fruit fly)	1001		CP012524	1 out of 5
A0A0M4ECG0	CP012524	A0A0M4ECG0_DROBS		unreviewed	CG12926	Dbus_chr2Rg30 Dbus_chr2Rg338	Drosophila busckii (Fruit fly)	313		CP012524	1 out of 5
A0A0M4ECG3	CP012524	A0A0M4ECG3_DROBS	GO:0006281; GO:0006338; GO:0035267; GO:0043967; GO:0043968; GO:0045892	unreviewed	DMAP1	Dbus_chr2Rg994	Drosophila busckii (Fruit fly)	433		CP012524	1 out of 5
A0A0M4ECG6	CP012524	A0A0M4ECG6_DROBS	GO:0005929; GO:0035735	unreviewed	Dila	Dbus_chr2Rg43	Drosophila busckii (Fruit fly)	1121		CP012524	1 out of 5
A0A0M4ECH1	CP012524	A0A0M4ECH1_DROBS	GO:0003723	unreviewed	Bl (Fragment)	Dbus_chr2Rg1006	Drosophila busckii (Fruit fly)	490		CP012524	1 out of 5
A0A0M4ECH4	CP012524	A0A0M4ECH4_DROBS	GO:0006464; GO:0008641; GO:0016881	unreviewed	Uba3 (Fragment)	Dbus_chr2Rg55	Drosophila busckii (Fruit fly)	176		CP012524	1 out of 5
A0A0M4ECI2	CP012524	A0A0M4ECI2_DROBS	GO:0016021	unreviewed	NompA	Dbus_chr2Rg1019	Drosophila busckii (Fruit fly)	1482		CP012524	1 out of 5
A0A0M4ECI3	CP012524	A0A0M4ECI3_DROBS	GO:0004252	unreviewed	Ser12 (Fragment)	Dbus_chr2Rg67	Drosophila busckii (Fruit fly)	246		CP012524	1 out of 5
A0A0M4ECJ1	CP012524	A0A0M4ECJ1_DROBS	GO:0003677; GO:0005634	unreviewed	Camta	Dbus_chr2Rg1031	Drosophila busckii (Fruit fly)	1504		CP012524	1 out of 5
A0A0M4ECJ4	CP012524	A0A0M4ECJ4_DROBS		unreviewed	MRpL54 (Fragment)	Dbus_chr2Rg80	Drosophila busckii (Fruit fly)	98		CP012524	1 out of 5
A0A0M4ECJ8	CP012524	A0A0M4ECJ8_DROBS	GO:0006807; GO:0016810	unreviewed	Pyd3	Dbus_chr2Rg1044	Drosophila busckii (Fruit fly)	386		CP012524	1 out of 5
A0A0M4ECK2	CP012524	A0A0M4ECK2_DROBS	GO:0003723	unreviewed	Qkr58E-1	Dbus_chr2Rg93	Drosophila busckii (Fruit fly)	398		CP012524	1 out of 5
A0A0M4ECK6	CP012524	A0A0M4ECK6_DROBS	GO:0005509	unreviewed	Maker72 (Fragment)	Dbus_chr2Rg1056	Drosophila busckii (Fruit fly)	145		CP012524	1 out of 5
A0A0M4ECL0	CP012524	A0A0M4ECL0_DROBS	GO:0003676	unreviewed	Tef	Dbus_chr2Rg105	Drosophila busckii (Fruit fly)	793		CP012524	1 out of 5
A0A0M4ECL4	CP012524	A0A0M4ECL4_DROBS		unreviewed	CG42663	Dbus_chr2Rg1069	Drosophila busckii (Fruit fly)	630		CP012524	1 out of 5
A0A0M4ECM0	CP012524	A0A0M4ECM0_DROBS	GO:0000287; GO:0005975; GO:0016868	unreviewed	Pmm45A (Fragment)	Dbus_chr2Rg117	Drosophila busckii (Fruit fly)	571		CP012524	1 out of 5
A0A0M4ECM2	CP012524	A0A0M4ECM2_DROBS		unreviewed	CG30096	Dbus_chr2Rg1081	Drosophila busckii (Fruit fly)	213		CP012524	1 out of 5
A0A0M4ECM7	CP012524	A0A0M4ECM7_DROBS		unreviewed	CG13742 (Fragment)	Dbus_chr2Rg130	Drosophila busckii (Fruit fly)	224		CP012524	1 out of 5
A0A0M4ECN1	CP012524	A0A0M4ECN1_DROBS		unreviewed	CG30152	Dbus_chr2Rg1094	Drosophila busckii (Fruit fly)	151		CP012524	1 out of 5
A0A0M4ECN5	CP012524	A0A0M4ECN5_DROBS	GO:0006511; GO:0016021; GO:0031461; GO:0031625	unreviewed	Cul-4	Dbus_chr2Rg143	Drosophila busckii (Fruit fly)	844		CP012524	1 out of 5
A0A0M4ECN9	CP012524	A0A0M4ECN9_DROBS	GO:0016021	unreviewed	CG15227	Dbus_chr2Rg1106	Drosophila busckii (Fruit fly)	288		CP012524	1 out of 5
A0A0M4ECP2	CP012524	A0A0M4ECP2_DROBS	GO:0001104; GO:0006351; GO:0016592	unreviewed	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9) (Fragment)	MED9 Dbus_chr2Rg155	Drosophila busckii (Fruit fly)	146		CP012524	2 out of 5
A0A0M4ECP7	CP012524	A0A0M4ECP7_DROBS		unreviewed	CG30467 (Fragment)	Dbus_chr2Rg1119	Drosophila busckii (Fruit fly)	460		CP012524	1 out of 5
A0A0M4ECQ1	CP012524	A0A0M4ECQ1_DROBS	GO:0016021; GO:0016192	unreviewed	Syb (Fragment)	Dbus_chr2Rg167	Drosophila busckii (Fruit fly)	129		CP012524	1 out of 5
A0A0M4ECQ4	CP012524	A0A0M4ECQ4_DROBS	GO:0005615	unreviewed	Spn42Dc (Fragment)	Dbus_chr2Rg1131	Drosophila busckii (Fruit fly)	376		CP012524	1 out of 5
A0A0M4ECR0	CP012524	A0A0M4ECR0_DROBS	GO:0005623; GO:0045454; GO:0051920	unreviewed	CG12896	Dbus_chr2Rg180	Drosophila busckii (Fruit fly)	220		CP012524	1 out of 5
A0A0M4ECR1	CP012524	A0A0M4ECR1_DROBS	GO:0016021; GO:0055085	unreviewed	CG8008	Dbus_chr2Rg1144	Drosophila busckii (Fruit fly)	568		CP012524	1 out of 5
A0A0M4ECR7	CP012524	A0A0M4ECR7_DROBS	GO:0003676	unreviewed	Maker11	Dbus_chr2Rg193	Drosophila busckii (Fruit fly)	750		CP012524	1 out of 5
A0A0M4ECR9	CP012524	A0A0M4ECR9_DROBS		unreviewed	Cbs	Dbus_chr2Rg1156	Drosophila busckii (Fruit fly)	618		CP012524	1 out of 5
A0A0M4ECS6	CP012524	A0A0M4ECS6_DROBS	GO:0003884; GO:0046416; GO:0071949	unreviewed	CG12338	Dbus_chr2Rg205	Drosophila busckii (Fruit fly)	335		CP012524	1 out of 5
A0A0M4ECS7	CP012524	A0A0M4ECS7_DROBS	GO:0042302	unreviewed	Cpr49Ab (Fragment)	Dbus_chr2Rg1169	Drosophila busckii (Fruit fly)	222		CP012524	1 out of 5
A0A0M4ECT4	CP012524	A0A0M4ECT4_DROBS		unreviewed	CG34219 (Fragment)	Dbus_chr2Rg217	Drosophila busckii (Fruit fly)	66		CP012524	1 out of 5
A0A0M4ECT7	CP012524	A0A0M4ECT7_DROBS	GO:0004139; GO:0005737; GO:0009264	unreviewed	CG8525	Dbus_chr2Rg1181	Drosophila busckii (Fruit fly)	325		CP012524	1 out of 5
A0A0M4ECU3	CP012524	A0A0M4ECU3_DROBS		unreviewed	StmA	Dbus_chr2Rg230	Drosophila busckii (Fruit fly)	821		CP012524	1 out of 5
A0A0M4ECU4	CP012524	A0A0M4ECU4_DROBS	GO:0005524	unreviewed	Dom	Dbus_chr2Rg1194	Drosophila busckii (Fruit fly)	3526		CP012524	1 out of 5
A0A0M4ECV0	CP012524	A0A0M4ECV0_DROBS	GO:0046872	unreviewed	CG4030	Dbus_chr2Rg243	Drosophila busckii (Fruit fly)	638		CP012524	1 out of 5
A0A0M4ECV2	CP012524	A0A0M4ECV2_DROBS	GO:0015238; GO:0016021	unreviewed	Vmat	Dbus_chr2Rg1206	Drosophila busckii (Fruit fly)	620		CP012524	1 out of 5
A0A0M4ECV7	CP012524	A0A0M4ECV7_DROBS	GO:0004521; GO:0016021	unreviewed	CG40127	Dbus_chr2Rg255	Drosophila busckii (Fruit fly)	95		CP012524	1 out of 5
A0A0M4ECV8	CP012524	A0A0M4ECV8_DROBS	GO:0003677; GO:0005634	unreviewed	HmgD	Dbus_chr2Rg1219	Drosophila busckii (Fruit fly)	111		CP012524	1 out of 5
A0A0M4ECW3	CP012524	A0A0M4ECW3_DROBS	GO:0006596; GO:0016740	unreviewed	SpdS (Fragment)	Dbus_chr2Rg267	Drosophila busckii (Fruit fly)	289		CP012524	1 out of 5
A0A0M4ECW4	CP012524	A0A0M4ECW4_DROBS		unreviewed	Tej	Dbus_chr2Rg1231	Drosophila busckii (Fruit fly)	399		CP012524	1 out of 5
A0A0M4ECW6	CP012524	A0A0M4ECW6_DROBS		unreviewed	Sgf29	Dbus_chr2Rg1244	Drosophila busckii (Fruit fly)	291		CP012524	1 out of 5
A0A0M4ECX2	CP012524	A0A0M4ECX2_DROBS	GO:0016021	unreviewed	CG12943	Dbus_chr2Rg280	Drosophila busckii (Fruit fly)	363		CP012524	1 out of 5
A0A0M4ECX6	CP012524	A0A0M4ECX6_DROBS		unreviewed	Sema-2a	Dbus_chr2Rg1256	Drosophila busckii (Fruit fly)	722		CP012524	1 out of 5
A0A0M4ECY0	CP012524	A0A0M4ECY0_DROBS		unreviewed	Mt:ND4L	Dbus_chr2Rg293	Drosophila busckii (Fruit fly)	42		CP012524	1 out of 5
A0A0M4ECY5	CP012524	A0A0M4ECY5_DROBS		unreviewed	Mi	Dbus_chr2Rg1269	Drosophila busckii (Fruit fly)	921		CP012524	1 out of 5
A0A0M4ECY8	CP012524	A0A0M4ECY8_DROBS	GO:0016021	unreviewed	CG4984	Dbus_chr2Rg305	Drosophila busckii (Fruit fly)	441		CP012524	1 out of 5
A0A0M4ECZ2	CP012524	A0A0M4ECZ2_DROBS		unreviewed	Maker78	Dbus_chr2Rg1281	Drosophila busckii (Fruit fly)	46		CP012524	1 out of 5
A0A0M4ECZ4	CP012524	A0A0M4ECZ4_DROBS	GO:0003746; GO:0003924; GO:0005525; GO:0005737	unreviewed	Elongation factor 1-alpha	Dbus_chr2Rg317	Drosophila busckii (Fruit fly)	440		CP012524	1 out of 5
A0A0M4ECZ9	CP012524	A0A0M4ECZ9_DROBS		unreviewed	L-2-efl	Dbus_chr2Rg1294	Drosophila busckii (Fruit fly)	189		CP012524	1 out of 5
A0A0M4ED00	CP012524	A0A0M4ED00_DROBS		unreviewed	IFa (Fragment)	Dbus_chr2Rg330	Drosophila busckii (Fruit fly)	52		CP012524	1 out of 5
A0A0M4ED08	CP012524	A0A0M4ED08_DROBS		unreviewed	CG30291 (Fragment)	Dbus_chr2Rg1306	Drosophila busckii (Fruit fly)	505		CP012524	1 out of 5
A0A0M4ED09	CP012524	A0A0M4ED09_DROBS		unreviewed	CG30338	Dbus_chr2Rg343	Drosophila busckii (Fruit fly)	295		CP012524	1 out of 5
A0A0M4ED15	CP012524	A0A0M4ED15_DROBS	GO:0004252	unreviewed	IotaTry (Fragment)	Dbus_chr2Rg355	Drosophila busckii (Fruit fly)	256		CP012524	1 out of 5
A0A0M4ED16	CP012524	A0A0M4ED16_DROBS	GO:0016021	unreviewed	CG30080	Dbus_chr2Rg1319	Drosophila busckii (Fruit fly)	134		CP012524	1 out of 5
A0A0M4ED23	CP012524	A0A0M4ED23_DROBS	GO:0005337; GO:0016021	unreviewed	CG8083	Dbus_chr2Rg367	Drosophila busckii (Fruit fly)	603		CP012524	1 out of 5
A0A0M4ED25	CP012524	A0A0M4ED25_DROBS		unreviewed	Mlf	Dbus_chr2Rg1331	Drosophila busckii (Fruit fly)	323		CP012524	1 out of 5
A0A0M4ED32	CP012524	A0A0M4ED32_DROBS		unreviewed	CG4763 (Fragment)	Dbus_chr2Rg1344	Drosophila busckii (Fruit fly)	54		CP012524	1 out of 5
A0A0M4ED35	CP012524	A0A0M4ED35_DROBS	GO:0016021	unreviewed	CG34439	Dbus_chr2Rg380	Drosophila busckii (Fruit fly)	73		CP012524	1 out of 5
A0A0M4ED40	CP012524	A0A0M4ED40_DROBS	GO:0000166; GO:0003677; GO:0003887; GO:0008408; GO:0016035; GO:0019985	unreviewed	Mus205	Dbus_chr2Rg393	Drosophila busckii (Fruit fly)	2117		CP012524	1 out of 5
A0A0M4ED44	CP012524	A0A0M4ED44_DROBS	GO:0003723	unreviewed	Tra2 (Fragment)	Dbus_chr2Rg1356	Drosophila busckii (Fruit fly)	151		CP012524	1 out of 5
A0A0M4ED47	CP012524	A0A0M4ED47_DROBS	GO:0016021	unreviewed	CG4781	Dbus_chr2Rg405	Drosophila busckii (Fruit fly)	479		CP012524	1 out of 5
A0A0M4ED52	CP012524	A0A0M4ED52_DROBS		unreviewed	CG12857 (Fragment)	Dbus_chr2Rg1369	Drosophila busckii (Fruit fly)	380		CP012524	1 out of 5
A0A0M4ED57	CP012524	A0A0M4ED57_DROBS		unreviewed	Dscam (Fragment)	Dbus_chr2Rg417	Drosophila busckii (Fruit fly)	1425		CP012524	1 out of 5
A0A0M4ED60	CP012524	A0A0M4ED60_DROBS		unreviewed	Maker82	Dbus_chr2Rg1381	Drosophila busckii (Fruit fly)	100		CP012524	1 out of 5
A0A0M4ED65	CP012524	A0A0M4ED65_DROBS	GO:0004623; GO:0005576; GO:0006644; GO:0050482	unreviewed	CG30503	Dbus_chr2Rg430	Drosophila busckii (Fruit fly)	166		CP012524	1 out of 5
A0A0M4ED68	CP012524	A0A0M4ED68_DROBS	GO:0003676; GO:0004298; GO:0005634; GO:0005839; GO:0008408; GO:0051603	unreviewed	Egl	Dbus_chr2Rg1394	Drosophila busckii (Fruit fly)	1174		CP012524	1 out of 5
A0A0M4ED72	CP012524	A0A0M4ED72_DROBS	GO:0003677; GO:0005634	unreviewed	CG9437	Dbus_chr2Rg443	Drosophila busckii (Fruit fly)	263		CP012524	1 out of 5
A0A0M4ED75	CP012524	A0A0M4ED75_DROBS		unreviewed	Pcf11	Dbus_chr2Rg1406	Drosophila busckii (Fruit fly)	1886		CP012524	1 out of 5
A0A0M4ED81	CP012524	A0A0M4ED81_DROBS		unreviewed	CG17669	Dbus_chr2Rg455	Drosophila busckii (Fruit fly)	554		CP012524	1 out of 5
A0A0M4ED83	CP012524	A0A0M4ED83_DROBS		unreviewed	CG42700	Dbus_chr2Rg1419	Drosophila busckii (Fruit fly)	391		CP012524	1 out of 5
A0A0M4ED86	CP012524	A0A0M4ED86_DROBS		unreviewed	CG16936	Dbus_chr2Rg467	Drosophila busckii (Fruit fly)	223		CP012524	1 out of 5
A0A0M4ED91	CP012524	A0A0M4ED91_DROBS	GO:0016491; GO:0020037; GO:0046872	unreviewed	CG11257	Dbus_chr2Rg1431	Drosophila busckii (Fruit fly)	533		CP012524	1 out of 5
A0A0M4ED94	CP012524	A0A0M4ED94_DROBS		unreviewed	CG34217	Dbus_chr2Rg480	Drosophila busckii (Fruit fly)	80		CP012524	1 out of 5
A0A0M4ED99	CP012524	A0A0M4ED99_DROBS	GO:0003676	unreviewed	CG42741	Dbus_chr2Rg1444	Drosophila busckii (Fruit fly)	186		CP012524	1 out of 5
A0A0M4EDA2	CP012524	A0A0M4EDA2_DROBS	GO:0003677; GO:0003700; GO:0005634; GO:0006351	unreviewed	POU domain protein	Dbus_chr2Rg493	Drosophila busckii (Fruit fly)	1011		CP012524	2 out of 5
A0A0M4EDA7	CP012524	A0A0M4EDA7_DROBS	GO:0004767; GO:0006685; GO:0016798; GO:0046872	unreviewed	Sphingomyelin phosphodiesterase (EC 3.1.4.12)	Dbus_chr2Rg1456	Drosophila busckii (Fruit fly)	709		CP012524	3 out of 5
A0A0M4EDA9	CP012524	A0A0M4EDA9_DROBS	GO:0003824; GO:0005975	unreviewed	Mal-A2	Dbus_chr2Rg505	Drosophila busckii (Fruit fly)	490		CP012524	1 out of 5
A0A0M4EDB6	CP012524	A0A0M4EDB6_DROBS	GO:0016491; GO:0046872	unreviewed	T3dh	Dbus_chr2Rg517	Drosophila busckii (Fruit fly)	419		CP012524	1 out of 5
A0A0M4EDB9	CP012524	A0A0M4EDB9_DROBS	GO:0016021	unreviewed	Prom (Fragment)	Dbus_chr2Rg1469	Drosophila busckii (Fruit fly)	1471		CP012524	1 out of 5
A0A0M4EDC5	CP012524	A0A0M4EDC5_DROBS	GO:0004721; GO:0046872	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	Dbus_chr2Rg530	Drosophila busckii (Fruit fly)	315		CP012524	1 out of 5
A0A0M4EDC9	CP012524	A0A0M4EDC9_DROBS	GO:0004298; GO:0005737; GO:0019773; GO:0051603	unreviewed	Proteasome endopeptidase complex (EC 3.4.25.1)	Dbus_chr2Rg1481	Drosophila busckii (Fruit fly)	227		CP012524	2 out of 5
A0A0M4EDD2	CP012524	A0A0M4EDD2_DROBS	GO:0016021	unreviewed	Fili	Dbus_chr2Rg543	Drosophila busckii (Fruit fly)	399		CP012524	1 out of 5
A0A0M4EDD6	CP012524	A0A0M4EDD6_DROBS		unreviewed	CG33632 (Fragment)	Dbus_chr2Rg1494	Drosophila busckii (Fruit fly)	160		CP012524	1 out of 5
A0A0M4EDE0	CP012524	A0A0M4EDE0_DROBS		unreviewed	CG8950 (Fragment)	Dbus_chr2Rg555	Drosophila busckii (Fruit fly)	884		CP012524	1 out of 5
A0A0M4EDE7	CP012524	A0A0M4EDE7_DROBS		unreviewed	CG10249	Dbus_chr2Rg1506	Drosophila busckii (Fruit fly)	1006		CP012524	1 out of 5
A0A0M4EDE8	CP012524	A0A0M4EDE8_DROBS		unreviewed	CG11395	Dbus_chr2Rg567	Drosophila busckii (Fruit fly)	318		CP012524	1 out of 5
A0A0M4EDF5	CP012524	A0A0M4EDF5_DROBS	GO:0016021	unreviewed	CG13196	Dbus_chr2Rg580	Drosophila busckii (Fruit fly)	538		CP012524	1 out of 5
A0A0M4EDF6	CP012524	A0A0M4EDF6_DROBS	GO:0004584; GO:0005789; GO:0006506; GO:0016021	unreviewed	GPI mannosyltransferase 2 (EC 2.4.1.-)	Dbus_chr2Rg1519	Drosophila busckii (Fruit fly)	448		CP012524	2 out of 5
A0A0M4EDG2	CP012524	A0A0M4EDG2_DROBS		unreviewed	CG8314 (Fragment)	Dbus_chr2Rg593	Drosophila busckii (Fruit fly)	818		CP012524	1 out of 5
A0A0M4EDG8	CP012524	A0A0M4EDG8_DROBS	GO:0003677; GO:0005634	unreviewed	Optix	Dbus_chr2Rg605	Drosophila busckii (Fruit fly)	467		CP012524	1 out of 5
A0A0M4EDH2	CP012524	A0A0M4EDH2_DROBS	GO:0003676; GO:0031047	unreviewed	AGO1	Dbus_chr2Rg1531	Drosophila busckii (Fruit fly)	962		CP012524	1 out of 5
A0A0M4EDH8	CP012524	A0A0M4EDH8_DROBS	GO:0005739	unreviewed	CG42496	Dbus_chr2Rg617	Drosophila busckii (Fruit fly)	88		CP012524	1 out of 5
A0A0M4EDI0	CP012524	A0A0M4EDI0_DROBS		unreviewed	CG8642	Dbus_chr2Rg1544	Drosophila busckii (Fruit fly)	422		CP012524	1 out of 5
A0A0M4EDI5	CP012524	A0A0M4EDI5_DROBS		unreviewed	POSH	Dbus_chr2Rg630	Drosophila busckii (Fruit fly)	820		CP012524	1 out of 5
A0A0M4EDI6	CP012524	A0A0M4EDI6_DROBS	GO:0003676	unreviewed	CG8152	Dbus_chr2Rg1556	Drosophila busckii (Fruit fly)	340		CP012524	1 out of 5
A0A0M4EDJ4	CP012524	A0A0M4EDJ4_DROBS	GO:0005524	unreviewed	Maker92	Dbus_chr2Rg1569	Drosophila busckii (Fruit fly)	376		CP012524	1 out of 5
A0A0M4EDJ5	CP012524	A0A0M4EDJ5_DROBS		unreviewed	CG10205	Dbus_chr2Rg643	Drosophila busckii (Fruit fly)	212		CP012524	1 out of 5
A0A0M4EDK2	CP012524	A0A0M4EDK2_DROBS	GO:0016021	unreviewed	CG4250 (Fragment)	Dbus_chr2Rg1581	Drosophila busckii (Fruit fly)	75		CP012524	1 out of 5
A0A0M4EDK4	CP012524	A0A0M4EDK4_DROBS	GO:0000166; GO:0009166; GO:0016788; GO:0046872	unreviewed	Veil (Fragment)	Dbus_chr2Rg655	Drosophila busckii (Fruit fly)	596		CP012524	1 out of 5
A0A0M4EDL2	CP012524	A0A0M4EDL2_DROBS		unreviewed	CG2906 (Fragment)	Dbus_chr2Rg1594	Drosophila busckii (Fruit fly)	396		CP012524	1 out of 5
A0A0M4EDL4	CP012524	A0A0M4EDL4_DROBS	GO:0004849; GO:0005524; GO:0044206; GO:0044211	unreviewed	Uridine kinase (EC 2.7.1.48) (Fragment)	Dbus_chr2Rg667	Drosophila busckii (Fruit fly)	199		CP012524	2 out of 5
A0A0M4EDL9	CP012524	A0A0M4EDL9_DROBS	GO:0003677; GO:0005634; GO:0046872	unreviewed	Tou (Fragment)	Dbus_chr2Rg680	Drosophila busckii (Fruit fly)	3465		CP012524	1 out of 5
A0A0M4EDM3	CP012524	A0A0M4EDM3_DROBS		unreviewed	Maker93	Dbus_chr2Rg1606	Drosophila busckii (Fruit fly)	269		CP012524	1 out of 5
A0A0M4EDM7	CP012524	A0A0M4EDM7_DROBS	GO:0006355	unreviewed	CG2063 (Fragment)	Dbus_chr2Rg1619	Drosophila busckii (Fruit fly)	316		CP012524	1 out of 5
A0A0M4EDN1	CP012524	A0A0M4EDN1_DROBS	GO:0003676	unreviewed	CG12744 (Fragment)	Dbus_chr2Rg693	Drosophila busckii (Fruit fly)	131		CP012524	1 out of 5
A0A0M4EDN6	CP012524	A0A0M4EDN6_DROBS	GO:0008152; GO:0015020; GO:0016021	unreviewed	UDP-glucuronosyltransferase (EC 2.4.1.17) (Fragment)	Dbus_chr2Rg1631	Drosophila busckii (Fruit fly)	530		CP012524	2 out of 5
A0A0M4EDP0	CP012524	A0A0M4EDP0_DROBS	GO:0016021; GO:0046872	unreviewed	Maker43	Dbus_chr2Rg705	Drosophila busckii (Fruit fly)	116		CP012524	1 out of 5
A0A0M4EDP4	CP012524	A0A0M4EDP4_DROBS	GO:0000049; GO:0002098; GO:0034227	unreviewed	CG8078 (Fragment)	Dbus_chr2Rg717	Drosophila busckii (Fruit fly)	329		CP012524	1 out of 5
A0A0M4EDP7	CP012524	A0A0M4EDP7_DROBS	GO:0004674; GO:0005524	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1) (Fragment)	Dbus_chr2Rg1644	Drosophila busckii (Fruit fly)	1543		CP012524	1 out of 5
A0A0M4EDQ4	CP012524	A0A0M4EDQ4_DROBS		unreviewed	Px	Dbus_chr2Rg730	Drosophila busckii (Fruit fly)	535		CP012524	1 out of 5
A0A0M4EDQ8	CP012524	A0A0M4EDQ8_DROBS	GO:0003824; GO:0005975; GO:0043169	unreviewed	Amy-p (Fragment)	Dbus_chr2Rg1656	Drosophila busckii (Fruit fly)	494		CP012524	1 out of 5
A0A0M4EDR0	CP012524	A0A0M4EDR0_DROBS	GO:0016021; GO:0055085	unreviewed	CG8468	Dbus_chr2Rg743	Drosophila busckii (Fruit fly)	685		CP012524	1 out of 5
A0A0M4EDR6	CP012524	A0A0M4EDR6_DROBS		unreviewed	Arp53D	Dbus_chr2Rg1669	Drosophila busckii (Fruit fly)	315		CP012524	1 out of 5
A0A0M4EDR8	CP012524	A0A0M4EDR8_DROBS	GO:0004613; GO:0005525; GO:0006094	unreviewed	Pepck (Fragment)	Dbus_chr2Rg755	Drosophila busckii (Fruit fly)	647		CP012524	1 out of 5
A0A0M4EDS4	CP012524	A0A0M4EDS4_DROBS	GO:0003796	unreviewed	CG6429 (Fragment)	Dbus_chr2Rg1681	Drosophila busckii (Fruit fly)	135		CP012524	1 out of 5
A0A0M4EDS6	CP012524	A0A0M4EDS6_DROBS	GO:0005548; GO:0005622	unreviewed	RdgBbeta	Dbus_chr2Rg767	Drosophila busckii (Fruit fly)	270		CP012524	1 out of 5
A0A0M4EDT5	CP012524	A0A0M4EDT5_DROBS	GO:0016021; GO:0019706	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	Dbus_chr2Rg780	Drosophila busckii (Fruit fly)	446		CP012524	2 out of 5
A0A0M4EDT6	CP012524	A0A0M4EDT6_DROBS	GO:0003723; GO:0006355	unreviewed	Psi	Dbus_chr2Rg1694	Drosophila busckii (Fruit fly)	807		CP012524	1 out of 5
